No,B,V,mas,T
3060,8.069,7.739,7.15,7300
3061,8.456,7.277,6.86,4390
3062,7.250,6.414,29.12,5310
3063,5.691,4.829,11.81,4800
3064,8.156,8.062,4.61,9980
3065,9.725,9.234,6.01,6650
3066,7.245,6.967,6.40,7500
3067,7.763,7.544,7.19,8180
3068,9.210,8.788,6.09,7030
3069,8.739,8.428,4.82,7300
3070,9.557,9.064,5.21,6650
3071,8.857,8.472,8.57,7300
3072,8.970,8.489,7.36,6650
3073,7.435,5.861,6.82,3540
3074,9.758,8.947,8.65,4550
3075,8.510,8.010,15.22,6370
3076,8.119,7.639,5.46,6300
3077,8.750,8.088,23.79,5650
3078,10.039,9.373,13.51,5500
3079,8.949,8.253,11.01,5700
3080,7.262,6.354,6.11,4800
3081,7.370,6.860,22.44,6370
3082,5.079,4.767,24.26,7300
3083,8.397,8.126,6.42,8610
3084,9.522,8.970,6.55,6200
3085,8.663,8.296,6.11,7030
3086,7.092,7.105,6.50,9980
3087,9.112,8.508,12.11,5940
3088,8.232,7.573,33.09,4930
3089,10.470,9.803,10.15,5560
3090,9.765,9.281,5.42,6800
3091,9.637,8.670,7.03,4500
3092,9.567,9.112,6.88,6370
3093,8.032,7.913,6.38,9000
3094,9.239,8.625,16.72,5790
3095,10.043,9.456,5.90,5370
3096,10.574,10.154,5.73,6650
3097,7.393,6.368,9.43,4660
3098,7.583,7.224,14.59,6900
3099,9.913,9.267,8.56,5700
3100,8.803,8.387,9.23,7000
3101,9.847,9.168,16.84,5500
3102,9.298,7.982,4.71,3990
3103,9.715,8.967,8.64,4930
3104,5.974,6.011,4.48,14000
3105,8.946,8.090,4.48,4550
3106,7.888,7.784,3.91,9980
3107,8.876,8.564,5.84,7500
3108,7.587,6.460,8.07,4800
3109,3.176,2.851,45.77,7300
3110,7.467,7.297,5.17,9380
3111,8.296,7.782,8.72,6370
3112,9.140,8.251,7.53,5150
3113,9.616,9.078,7.42,5750
3114,7.815,7.317,14.10,6500
3115,9.857,9.446,7.01,6900
3116,9.774,9.125,13.32,5560
3117,8.755,8.383,6.65,6900
3118,10.130,9.557,9.06,5940
3119,9.760,9.269,5.82,6650
3120,9.465,8.987,9.64,5750
3121,9.760,9.218,9.10,6200
3122,10.331,9.673,7.26,5370
3123,7.920,7.131,40.61,4930
3124,10.029,9.532,4.90,6200
3125,9.255,8.732,10.40,6900
3126,8.637,8.265,9.36,7300
3127,12.362,10.906,33.52,3700
3128,8.376,7.309,5.90,4660
3129,8.996,8.553,4.15,6900
3130,6.821,6.774,7.53,9790
3131,9.343,8.723,10.80,5370
3132,9.574,9.079,4.96,6650
3133,6.291,6.078,11.93,7750
3134,7.859,6.928,6.82,4800
3135,9.467,8.831,10.93,5700
3136,10.756,10.213,106.40,5370
3137,9.838,9.105,9.98,5560
3138,6.925,5.883,8.27,4660
3139,7.721,7.291,14.69,6900
3140,5.289,5.278,12.56,9790
3141,6.618,5.563,12.35,4500
3142,8.649,7.923,12.97,5500
3143,7.270,6.083,7.69,4390
3144,8.055,7.677,4.94,7400
3145,10.456,9.640,12.77,4800
3146,10.388,9.921,5.55,6900
3147,7.649,7.228,15.85,7460
3148,10.572,9.366,5.48,4390
3149,10.222,9.616,9.06,5370
3150,9.022,8.390,10.25,5790
3151,5.579,4.000,10.56,3850
3152,8.649,7.982,22.70,5560
3153,9.626,8.661,4.59,4660
3154,6.500,5.874,31.95,5790
3155,9.038,8.545,6.32,6650
3156,8.687,8.168,9.43,6200
3157,7.485,6.507,6.59,4660
3158,7.545,7.475,4.80,9980
3159,8.623,7.842,10.59,5560
3160,8.913,7.894,4.34,4800
3161,9.095,8.677,9.50,6900
3162,9.364,8.836,4.90,6650
3163,8.123,7.668,7.65,6800
3164,9.541,9.034,5.21,5750
3165,9.340,8.909,7.76,6900
3166,8.399,8.055,5.75,7300
3167,9.678,9.017,10.93,5700
3168,9.114,8.670,6.98,7000
3169,10.180,9.090,5.42,4500
3170,9.725,8.927,24.40,4800
3171,11.798,10.631,25.22,3990
3172,8.388,7.913,9.22,5750
3173,8.729,8.253,11.13,6370
3174,9.616,9.104,7.28,6500
3175,7.410,6.840,22.12,5940
3176,8.243,7.708,8.35,6370
3177,8.477,7.842,9.77,5700
3178,8.618,8.156,11.18,6900
3179,8.361,7.817,9.50,6200
3180,8.388,7.461,5.82,4800
3181,6.215,5.348,11.38,4800
3182,9.534,9.100,6.80,6900
3183,9.498,9.010,7.53,6250
3184,9.010,8.465,12.02,5940
3185,6.947,6.596,15.17,7460
3186,8.968,8.428,8.09,6370
3187,10.123,8.843,3.33,4250
3188,8.944,8.479,6.53,6900
3189,6.688,5.146,8.69,4050
3190,9.434,8.866,6.94,5940
3191,9.102,8.550,13.39,5940
3192,7.440,6.875,13.69,6250
3193,8.923,8.470,9.15,6800
3194,9.760,9.062,11.10,5560
3195,9.453,8.965,7.17,6650
3196,10.100,9.470,10.22,5370
3197,8.703,7.802,3.58,4800
3198,8.675,8.189,8.36,6370
3199,9.277,8.732,8.56,5940
3200,7.697,7.210,18.37,6250
3201,7.600,6.559,7.82,4500
3202,8.161,7.702,14.77,6500
3203,10.347,9.765,10.80,5790
3204,4.926,4.993,4.32,11100
3205,7.034,7.078,5.30,11100
3206,9.329,8.319,5.15,4660
3207,8.814,8.371,6.51,6800
3208,8.831,8.178,20.76,5790
3209,6.563,6.406,7.03,9000
3210,8.359,7.852,14.00,6500
3211,10.088,9.001,4.75,4500
3212,8.784,8.484,5.46,7600
3213,7.577,5.999,3.98,3540
3214,6.861,6.958,4.51,14000
3215,8.805,7.757,4.05,4660
3216,9.168,8.706,10.35,6800
3217,8.347,7.785,12.40,5750
3218,8.300,7.929,10.35,7460
3219,9.185,8.630,5.65,5900
3220,9.503,7.902,3.25,4050
3221,9.866,9.204,13.02,5700
3222,8.673,8.187,10.88,6370
3223,7.109,6.903,10.60,7600
3224,6.032,5.993,11.48,9500
3225,10.567,9.850,8.39,4930
3226,5.559,5.510,8.60,9000
3227,7.482,7.278,4.05,7750
3228,6.828,5.857,10.05,4660
3229,7.563,6.867,20.79,5790
3230,9.116,8.579,9.40,5940
3231,8.347,7.711,21.76,5370
3232,6.322,6.173,8.93,8500
3233,9.727,9.298,7.88,6650
3234,5.596,5.423,11.28,8500
3235,10.357,9.510,16.95,4550
3236,8.345,7.796,8.60,5750
3237,9.065,8.770,7.96,8000
3238,3.976,3.943,20.13,9000
3239,13.229,11.848,23.46,3700
3240,7.945,7.870,5.59,9980
3241,7.846,7.734,4.28,9000
3242,8.685,8.279,6.40,7000
3243,10.435,9.666,12.43,5250
3244,9.878,9.206,15.11,4930
3245,7.197,5.622,5.23,3990
3246,8.925,8.401,4.34,6370
3247,8.444,8.057,11.48,7000
3248,9.104,8.659,7.07,6900
3249,9.411,8.680,22.13,5310
3250,8.786,8.340,13.73,6900
3251,8.149,7.736,9.25,7030
3252,10.003,9.376,7.78,5900
3253,9.588,8.932,15.72,4930
3254,9.618,8.890,9.65,5700
3255,8.864,7.839,4.21,4660
3256,7.714,7.181,10.31,6370
3257,10.744,9.984,15.27,4930
3258,9.560,8.887,10.81,4700
3259,6.626,6.660,5.38,11100
3260,10.359,9.506,18.51,4550
3261,7.903,7.341,22.27,6500
3262,10.154,9.458,12.52,5560
3263,9.140,8.406,5.57,5700
3264,8.034,7.671,11.71,7460
3265,8.157,7.142,4.55,4800
3266,8.430,7.807,14.82,5940
3267,10.001,9.262,11.44,5790
3268,9.458,8.946,9.42,5750
3269,4.546,4.686,9.14,9980
3270,7.961,7.491,13.47,6650
3271,7.863,7.696,5.92,8180
3272,8.961,8.411,8.77,6200
3273,6.835,6.446,21.12,7000
3274,7.697,7.260,14.00,6900
3275,6.521,6.511,9.67,9790
3276,8.920,7.701,5.88,4390
3277,8.656,8.173,7.25,6370
3278,10.413,9.810,7.63,5370
3279,10.107,9.522,8.09,5940
3280,9.529,8.791,20.43,4930
3281,8.902,7.906,4.67,4660
3282,10.604,10.041,10.61,6250
3283,10.404,9.503,19.54,4400
3284,8.595,7.763,38.81,5150
3285,6.837,6.520,9.86,6500
3286,9.442,8.881,8.60,5750
3287,8.008,7.719,7.69,7300
3288,5.617,5.267,29.82,7300
3289,8.901,7.802,6.15,4500
3290,9.369,8.680,20.65,5560
3291,9.512,9.126,7.44,7460
3292,10.440,9.720,7.88,5150
3293,9.680,9.298,7.11,7460
3294,9.619,8.630,7.32,4660
3295,10.977,10.029,31.14,4700
3296,7.513,6.992,11.72,6370
3297,6.162,5.214,7.55,4800
3298,7.910,7.474,11.39,6500
3299,9.598,9.019,14.43,5900
3300,8.390,7.318,7.01,4660
3301,9.437,8.560,22.31,4800
3302,9.036,8.501,6.88,6250
3303,8.637,8.182,9.65,5750
3304,7.907,7.568,7.28,7460
3305,8.560,7.540,3.75,4660
3306,8.291,7.875,12.73,6370
3307,9.845,9.222,4.26,5900
3308,10.430,9.779,9.39,5560
3309,7.157,6.778,11.43,7460
3310,11.000,9.817,34.77,3800
3311,9.972,9.324,5.86,5700
3312,8.213,7.789,5.90,7030
3313,9.093,8.656,6.48,6900
3314,9.815,9.284,7.92,6650
3315,9.361,8.343,7.17,4500
3316,9.847,9.289,8.11,6250
3317,8.001,7.427,13.77,5750
3318,9.300,8.755,9.39,6200
3319,7.056,6.732,13.17,7300
3320,10.227,9.715,7.84,6370
3321,7.863,7.355,6.76,6900
3322,8.142,7.565,7.61,5750
3323,10.001,9.321,8.27,5500
3324,8.972,8.468,13.76,6370
3325,10.008,9.461,11.06,5370
3326,8.048,7.012,4.57,4500
3327,7.554,6.886,42.88,5790
3328,9.307,8.930,6.80,7300
3329,8.685,8.062,11.93,5700
3330,8.303,7.734,10.64,5750
3331,9.954,9.362,12.01,5900
3332,9.588,9.015,7.73,5370
3333,8.402,8.064,6.63,7460
3334,9.458,8.965,6.53,6650
3335,9.628,9.015,11.25,5940
3336,7.539,6.387,11.81,4500
3337,8.326,7.281,6.53,4500
3338,8.470,7.467,7.32,5310
3339,7.584,6.703,6.59,4800
3340,8.812,8.352,10.68,6650
3341,9.673,9.126,10.68,5750
3342,10.178,9.628,7.03,5940
3343,8.744,8.307,7.42,6370
3344,7.802,7.669,6.84,9380
3345,9.901,9.206,10.92,5500
3346,3.187,2.010,49.40,4390
3347,8.034,7.501,18.87,6250
3348,9.343,8.640,20.00,5560
3349,9.675,9.154,7.13,5750
3350,7.109,6.998,4.90,9380
3351,9.923,8.845,3.46,4500
3352,8.746,7.686,4.03,4500
3353,8.031,7.493,22.17,6250
3354,7.730,7.559,3.31,9380
3355,7.511,6.870,26.88,5790
3356,10.260,9.576,10.47,5310
3357,8.350,7.835,8.22,6370
3358,9.619,9.201,8.07,6650
3359,10.520,9.850,11.59,5500
3360,9.097,7.901,4.07,4390
3361,9.003,8.677,7.51,7350
3362,10.255,9.612,7.80,4930
3363,10.045,9.387,6.94,5100
3364,9.451,8.946,8.47,6500
3365,7.857,7.531,13.11,7460
3366,8.302,8.340,4.09,10500
3367,9.395,8.887,11.42,6650
3368,8.979,8.545,7.80,7000
3369,9.899,9.409,6.13,5370
3370,8.468,7.987,13.94,6500
3371,7.498,7.216,9.51,7350
3372,10.034,9.355,10.35,5560
3373,9.843,9.309,5.69,5750
3374,9.034,8.328,8.27,5700
3375,8.781,7.632,4.80,4500
3376,7.172,6.975,5.46,7750
3377,8.906,8.512,7.42,6900
3378,9.925,8.987,5.09,4800
3379,4.919,4.782,16.45,8180
3380,7.340,6.376,7.80,4800
3381,10.185,9.534,10.55,5650
3382,9.192,8.868,5.42,9980
3383,8.116,7.697,13.21,7460
3384,9.435,8.951,8.01,6900
3385,8.968,7.820,4.15,4500
3386,7.710,7.625,4.69,9000
3387,9.567,9.005,10.30,5900
3388,8.437,8.015,12.03,7000
3389,7.359,7.004,22.70,7460
3390,10.057,9.307,17.70,5310
3391,9.239,8.819,6.48,6650
3392,9.111,8.675,7.50,6900
3393,7.131,6.572,36.49,5750
3394,7.651,7.119,14.73,6650
3395,12.270,10.880,33.43,3700
3396,8.053,7.584,8.27,6370
3397,8.236,7.050,5.82,4390
3398,9.338,8.973,6.32,7150
3399,7.380,6.973,14.47,7460
3400,6.867,6.409,25.42,6650
3401,6.172,6.040,14.81,9500
3402,5.339,4.973,11.03,6500
3403,12.000,10.892,16.85,3990
3404,8.935,8.251,13.67,5700
3405,8.331,7.997,8.65,7300
3406,7.775,7.373,8.68,7150
3407,6.784,6.466,15.89,7300
3408,10.604,9.890,9.77,5500
3409,9.784,9.321,5.86,6900
3410,8.673,7.659,5.80,4660
3411,8.751,7.741,5.23,4660
3412,7.815,7.323,19.12,6370
3413,8.586,8.059,8.06,5370
3414,10.586,9.862,7.71,5650
3415,9.706,8.932,9.50,5310
3416,9.557,8.935,8.05,5790
3417,8.722,7.689,4.90,4660
3418,6.921,6.491,14.67,6900
3419,8.864,8.107,9.93,5560
3420,9.348,8.399,3.13,4800
3421,10.968,10.376,8.55,5370
3422,9.454,8.887,8.85,6200
3423,9.034,8.500,12.02,6650
3424,7.206,6.315,8.22,4800
3425,7.256,6.297,5.38,4800
3426,9.083,8.510,17.75,5370
3427,9.772,8.902,22.29,5150
3428,8.151,7.508,17.53,5700
3429,9.878,9.289,8.76,6150
3430,10.255,9.803,5.38,6900
3431,9.303,8.255,4.19,4660
3432,9.012,8.545,4.53,6900
3433,9.847,9.305,7.88,6200
3434,9.782,9.105,9.18,5790
3435,8.579,7.381,6.82,4390
3436,6.994,6.639,12.05,7000
3437,9.359,8.770,17.55,6250
3438,7.001,6.637,9.88,6000
3439,8.190,7.208,4.21,4800
3440,8.836,7.827,6.00,4660
3441,9.928,9.274,6.73,5370
3442,8.227,8.161,3.83,9980
3443,7.458,7.446,5.32,9980
3444,8.067,7.056,17.76,4500
3445,6.019,6.070,12.39,10500
3446,8.647,7.638,6.73,4660
3447,9.565,9.043,7.15,6370
3448,9.781,9.328,6.76,7000
3449,9.093,8.512,11.94,5790
3450,6.826,6.743,7.71,9000
3451,9.335,8.878,7.21,6370
3452,8.784,8.333,12.34,6650
3453,9.692,9.277,5.78,7030
3454,7.382,6.004,3.98,4150
3455,8.118,7.130,3.88,4800
3456,9.508,9.062,12.64,6900
3457,6.201,5.627,23.62,5940
3458,6.416,5.998,20.04,6650
3459,8.024,7.308,31.00,5560
3460,9.180,8.677,4.73,6200
3461,8.685,8.236,9.05,6370
3462,8.043,8.081,4.65,10500
3463,9.036,8.515,8.36,6500
3464,10.157,9.522,10.60,5700
3465,7.594,6.638,6.82,4800
3466,6.900,5.932,9.23,4700
3467,9.821,9.333,6.96,6500
3468,10.279,9.763,5.53,6650
3469,9.227,8.786,8.06,6250
3470,8.845,8.506,7.51,7350
3471,10.560,9.590,18.96,4400
3472,8.013,7.732,6.05,7500
3473,10.045,9.395,6.96,5190
3474,10.072,9.380,10.75,5700
3475,8.541,8.133,8.56,6370
3476,9.138,8.743,7.01,7460
3477,9.362,8.326,4.82,4500
3478,9.227,8.451,29.48,4930
3479,9.395,8.784,9.77,5900
3480,8.562,7.881,22.89,5650
3481,8.774,8.166,7.92,5370
3482,9.005,7.916,6.44,4660
3483,10.164,9.260,5.65,4550
3484,9.604,9.114,4.55,6650
3485,8.557,7.282,5.23,4250
3486,9.229,8.378,34.99,4830
3487,8.131,7.829,4.80,7300
3488,5.683,5.224,33.06,6650
3489,9.027,8.531,9.59,6500
3490,12.550,11.097,39.25,3620
3491,5.255,5.257,9.82,9790
3492,7.864,7.199,37.97,5370
3493,7.655,6.993,24.27,5700
3494,9.531,8.685,11.92,4800
3495,6.868,5.861,8.42,4660
3496,7.291,5.711,5.90,3690
3497,9.697,9.147,10.72,5370
3498,8.262,7.977,8.31,7400
3499,11.088,9.774,42.97,4000
3500,8.163,7.216,4.50,4660
3501,9.682,8.906,16.14,5310
3502,8.022,7.651,8.93,7300
3503,7.171,6.257,7.63,4800
3504,9.248,8.677,14.77,6250
3505,9.687,9.210,12.27,5370
3506,7.527,7.361,9.59,9000
3507,6.861,6.506,15.21,7300
3508,10.246,9.567,9.03,5370
3509,8.864,8.534,12.39,7300
3510,10.109,9.329,18.63,5150
3511,9.366,8.595,19.03,5310
3512,8.406,7.927,7.21,6900
3513,8.814,8.295,5.21,6370
3514,8.656,8.505,5.76,9380
3515,9.241,8.522,10.31,4930
3516,9.553,9.100,9.57,5750
3517,7.565,7.079,15.06,6200
3518,9.244,8.602,7.05,5790
3519,9.697,9.197,9.10,6650
3520,7.591,7.427,5.44,9380
3521,9.786,9.333,5.96,6650
3522,9.392,8.907,7.59,6650
3523,8.461,7.278,5.50,4500
3524,8.881,7.893,5.51,4660
3525,8.677,8.204,10.44,5900
3526,10.098,9.536,12.35,6250
3527,8.763,7.828,4.25,4660
3528,7.140,5.571,4.51,3600
3529,9.781,9.135,12.02,4930
3530,8.140,7.663,10.93,6650
3531,7.763,7.381,6.25,7460
3532,9.772,9.027,10.31,5310
3533,9.529,8.586,3.44,4800
3534,9.475,8.954,6.88,6650
3535,8.138,7.815,7.90,7500
3536,8.399,8.067,6.15,7460
3537,6.866,5.905,9.68,4700
3538,9.512,9.031,7.96,6900
3539,8.208,7.172,4.05,4660
3540,9.347,8.921,7.26,6650
3541,9.163,8.647,5.51,6370
3542,6.873,6.900,3.57,11100
3543,10.387,9.829,6.98,6200
3544,9.029,8.463,15.00,5790
3545,7.636,7.181,17.82,6370
3546,8.262,7.906,9.86,7460
3547,7.617,7.061,12.75,6200
3548,9.939,9.529,7.53,6370
3549,8.715,8.206,15.11,6650
3550,8.810,8.251,15.42,5940
3551,7.934,7.797,5.34,9000
3552,9.420,9.045,8.27,7460
3553,10.711,10.142,7.92,5750
3554,8.796,8.065,22.70,5500
3555,8.251,7.282,5.34,4550
3556,9.630,9.029,12.47,4930
3557,9.237,8.831,6.78,6900
3558,9.798,9.145,7.61,5790
3559,7.510,6.801,37.90,5310
3560,8.913,7.900,4.25,4660
3561,8.829,8.123,26.82,5310
3562,8.098,7.977,6.26,9000
3563,6.541,6.547,6.11,9790
3564,8.946,8.359,5.63,5370
3565,9.227,8.793,6.13,6800
3566,10.522,9.888,7.80,5940
3567,10.159,9.555,10.48,5190
3568,9.970,9.083,21.79,5150
3569,7.809,7.289,7.36,6200
3570,9.437,8.843,9.00,5940
3571,6.247,5.784,24.97,6500
3572,8.979,8.333,14.47,5900
3573,9.385,8.776,15.85,5790
3574,9.760,9.140,4.40,5790
3575,8.435,8.059,4.34,7000
3576,9.776,9.199,6.57,5750
3577,9.152,8.697,4.90,6900
3578,8.571,8.064,7.78,5750
3579,5.250,5.245,11.01,9790
3580,7.157,7.087,6.11,9380
3581,8.944,8.333,12.89,5560
3582,7.401,6.369,7.09,4700
3583,8.579,8.203,7.28,7460
3584,8.024,7.491,20.85,6500
3585,7.603,7.136,11.27,6900
3586,8.765,8.281,9.65,6200
3587,8.553,8.116,9.85,6800
3588,9.970,9.515,5.19,6200
3589,7.538,6.906,21.53,5190
3590,9.814,9.168,15.53,5560
3591,8.734,8.260,11.76,5370
3592,8.093,7.719,9.77,7460
3593,9.680,9.161,4.01,6200
3594,9.756,9.043,16.18,5560
3595,7.927,7.462,4.48,7030
3596,9.427,9.369,6.17,9980
3597,10.295,9.420,18.18,4550
3598,10.229,9.529,11.93,4700
3599,10.201,9.657,6.53,6200
3600,8.244,7.597,21.70,5370
3601,8.977,8.298,25.69,5310
3602,8.147,7.650,7.25,6650
3603,9.944,9.451,7.05,6500
3604,9.083,8.496,11.68,5370
3605,9.428,8.536,5.46,5310
3606,9.725,9.281,9.78,6900
3607,7.367,7.302,6.01,9500
3608,6.460,5.499,9.68,4800
3609,9.595,9.017,10.07,5700
3610,9.734,9.060,14.38,4930
3611,10.614,9.930,12.92,4930
3612,8.887,8.526,9.09,7300
3613,7.579,6.532,6.57,4700
3614,8.406,7.973,10.75,6900
3615,7.668,7.288,7.76,7000
3616,12.000,10.970,15.47,4310
3617,4.038,4.000,27.39,9500
3618,9.088,8.510,15.23,6250
3619,7.690,6.701,9.92,4660
3620,8.185,7.607,22.57,5750
3621,8.401,7.919,10.02,6500
3622,8.807,8.371,7.63,6900
3623,8.746,8.093,16.35,5790
3624,8.192,7.802,7.80,7460
3625,9.454,8.998,9.75,6900
3626,10.220,9.708,9.13,5750
3627,9.980,9.234,4.15,5700
3628,7.736,7.415,11.77,7460
3629,9.555,8.906,14.86,5370
3630,9.621,9.090,14.21,5370
3631,9.168,8.519,18.00,5700
3632,8.057,7.671,13.43,7460
3633,7.632,7.245,9.61,7000
3634,7.030,5.991,4.59,4900
3635,7.616,7.436,8.18,9000
3636,5.590,5.571,8.38,9500
3637,7.500,7.256,5.42,9000
3638,10.163,9.727,6.46,6370
3639,9.458,8.812,8.43,5790
3640,8.696,8.345,8.18,7300
3641,11.005,9.993,23.31,4830
3642,8.060,7.511,15.00,5750
3643,9.032,8.477,7.82,5940
3644,9.027,8.543,8.97,6200
3645,9.423,8.878,11.68,6250
3646,9.432,8.781,10.31,5650
3647,10.046,9.498,6.03,6200
3648,9.689,9.022,14.34,5900
3649,8.404,7.962,12.38,7030
3650,9.109,7.859,4.94,4390
3651,8.097,7.669,11.05,6900
3652,9.307,8.710,14.71,5940
3653,8.472,6.883,3.40,4050
3654,5.329,5.289,9.18,9000
3655,7.081,6.335,78.93,5310
3656,8.767,8.722,3.18,9000
3657,9.532,9.085,8.97,6650
3658,7.388,6.814,29.70,5750
3659,6.381,6.202,7.19,8400
3660,9.220,8.463,25.39,5310
3661,5.322,5.309,12.43,9500
3662,9.951,9.317,10.13,5370
3663,6.848,6.414,15.31,6800
3664,7.520,6.349,6.11,4390
3665,8.234,7.724,14.44,6200
3666,9.913,8.932,3.96,4660
3667,8.211,7.274,4.01,5050
3668,9.135,7.881,4.19,4250
3669,8.802,8.123,26.09,5560
3670,8.086,8.026,4.63,9980
3671,10.378,9.553,8.77,5310
3672,6.538,6.624,5.25,11400
3673,9.411,8.835,5.53,5940
3674,6.584,6.489,6.17,8600
3675,8.166,7.178,4.13,5050
3676,10.034,9.567,5.19,6650
3677,9.939,9.324,12.22,5900
3678,8.970,8.479,12.75,6500
3679,7.613,7.367,6.82,7750
3680,8.958,8.569,5.94,7350
3681,9.270,8.765,8.64,6200
3682,9.109,8.512,10.94,5900
3683,7.385,5.808,5.84,4050
3684,9.456,9.008,6.40,7000
3685,9.314,8.843,7.09,6900
3686,10.699,10.041,8.32,5700
3687,8.859,8.093,12.07,5310
3688,8.394,8.078,5.38,7350
3689,7.139,6.636,17.62,6370
3690,6.574,6.589,7.11,9790
3691,9.185,7.626,3.46,3690
3692,8.833,7.702,4.53,4500
3693,8.263,7.772,12.52,6650
3694,7.632,6.692,6.82,4660
3695,10.423,9.642,15.75,5150
3696,8.397,7.906,15.55,6500
3697,8.722,8.269,4.84,6370
3698,9.883,9.114,18.52,4550
3699,6.072,6.163,3.77,15200
3700,9.656,8.666,39.13,4550
3701,8.776,7.669,7.21,4390
3702,8.824,7.893,5.09,4660
3703,9.649,9.088,8.90,5940
3704,7.842,7.456,11.60,7460
3705,10.753,9.798,15.14,4800
3706,5.489,5.561,9.07,11400
3707,10.510,9.779,13.44,4930
3708,10.123,9.548,6.86,6200
3709,7.958,7.617,7.34,7460
3710,9.119,8.123,4.40,4800
3711,10.182,9.621,8.39,6200
3712,7.500,6.526,7.26,4660
3713,9.614,8.423,3.06,4390
3714,9.892,9.296,10.31,5900
3715,8.871,8.421,7.15,6900
3716,9.461,8.774,14.90,5370
3717,9.925,9.272,13.98,5560
3718,9.161,8.640,9.64,6500
3719,9.729,8.798,32.49,4700
3720,9.661,9.071,13.22,6250
3721,9.470,8.996,9.68,6500
3722,10.380,9.430,23.75,4700
3723,10.211,9.555,9.50,5900
3724,8.479,7.546,4.17,4800
3725,10.303,9.618,6.42,5310
3726,10.001,9.510,8.50,6500
3727,4.127,4.074,23.98,8600
3728,7.953,7.881,5.15,9980
3729,9.342,8.925,6.78,7000
3730,10.079,9.477,6.82,5940
3731,7.688,7.316,10.01,6900
3732,9.364,8.366,4.75,5150
3733,9.201,8.855,6.82,7460
3734,8.262,7.372,3.90,4950
3735,9.449,8.928,10.05,6650
3736,8.538,7.886,22.23,5560
3737,8.651,8.149,11.48,6370
3738,8.986,8.248,25.40,5560
3739,5.810,5.425,33.59,7300
3740,8.369,8.161,5.67,9000
3741,8.409,8.321,5.51,9980
3742,9.031,7.862,7.71,4390
3743,7.281,6.290,7.36,4660
3744,7.771,7.452,6.51,7300
3745,5.758,5.419,11.57,7300
3746,9.170,8.440,13.60,5560
3747,9.692,9.152,6.71,6200
3748,10.937,10.442,8.39,5900
3749,8.467,7.301,4.92,4500
3750,8.798,8.355,8.47,6900
3751,9.998,9.484,6.80,6200
3752,7.775,7.198,8.85,5750
3753,9.956,9.309,8.46,5560
3754,8.439,7.916,5.71,6650
3755,9.729,8.807,29.59,4550
3756,6.093,5.794,21.02,7000
3757,9.741,9.131,9.76,5700
3758,7.085,5.984,10.17,4660
3759,6.124,5.896,16.42,8180
3760,8.013,7.602,7.13,7460
3761,9.055,7.954,7.42,4500
3762,9.826,8.930,26.98,4830
3763,8.873,8.260,19.04,5900
3764,11.111,10.416,10.97,4930
3765,7.750,7.564,7.28,9380
3766,10.031,9.336,17.20,4930
3767,9.454,8.817,17.56,4930
3768,6.860,6.631,13.18,8180
